ID,Name,Height,Image,Category,Source
204,Henry Cavill,184.0,https://www.celebheights.com/tr/h/henrycavill.jpg,[Acting],['Celeb Heights']
205,Matt Damon,177.0,https://www.celebheights.com/tr/m/mattdamon.jpg,[Acting],['Celeb Heights']
206,Chris Hemsworth,191.0,https://www.celebheights.com/tr/c/chrishemsworth.jpg,[Acting],['Celeb Heights']
208,Chris Evans,183.0,https://www.celebheights.com/tr/c/chrisevans.jpg,[Acting],['Celeb Heights']
209,Dave Bautista,190.0,https://www.celebheights.com/tr/d/davebautista.jpg,[Acting],['Celeb Heights']
210,Andrew Garfield,179.0,https://www.celebheights.com/tr/a/andrewgarfield.jpg,[Acting],['Celeb Heights']
211,Clint Eastwood,192.0,https://www.celebheights.com/tr/c/clinteastwood.jpg,[Acting],['Celeb Heights']
212,Mark Wahlberg,173.0,https://www.celebheights.com/tr/m/markwahlberg.jpg,[Acting],['Celeb Heights']
213,Christian Bale,182.0,https://www.celebheights.com/tr/c/christianbale.jpg,[Acting],['Celeb Heights']
214,Ming Yao,227.0,https://www.celebheights.com/tr/m/mingyao.jpg,[Sports],['Celeb Heights']
215,J.J. Abrams,170.0,https://www.celebheights.com/tr/j/jjabrams.jpg,[Filmmakers],['Celeb Heights']
216,Robert Pattinson,184.0,https://www.celebheights.com/tr/r/robertpattinson.jpg,[Acting],['Celeb Heights']
217,Kristen Stewart,162.0,https://www.celebheights.com/tr/k/kristenstewart.jpg,[Acting],['Celeb Heights']
218,Daniel Radcliffe,164.0,https://www.celebheights.com/tr/d/danielradcliffe.jpg,[Acting],['Celeb Heights']
219,Gal Gadot,176.0,https://www.celebheights.com/tr/g/galgadot.jpg,[Acting],['Celeb Heights']
220,Millie Bobby Brown,161.0,https://www.celebheights.com/tr/m/milliebobbybrown.jpg,[Acting],['Celeb Heights']
221,Adam Scott,175.0,https://www.celebheights.com/tr/a/adamscott.jpg,[Acting],['Celeb Heights']
222,Giancarlo Esposito,171.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Giancarlo_Esposito_2021.jpg/640px-Giancarlo_Esposito_2021.jpg,[Acting],[Celeb Heights]
223,Timothee Chalamet,178.0,https://www.celebheights.com/tr/t/timotheechalamet.jpg,[Acting],['Celeb Heights']
224,Mia Khalifa,157.0,https://www.celebheights.com/tr/m/miakhalifa.jpg,[Acting],['Celeb Heights']
225,Johnny Sins,185.0,https://upload.wikimedia.org/wikipedia/commons/c/cc/Guy%2C_Ava_Lauren_at_XRCO_Awards_2007_1_%28cropped%29.jpg,[Acting],[IMDb]
226,John Krasinski,189.0,https://www.celebheights.com/tr/j/johnkrasinski.jpg,[Acting],['Celeb Heights']
228,Post Malone,184.0,https://www.celebheights.com/tr/p/postmalone.jpg,[Music],['Celeb Heights']
229,Olivia Rodrigo,163.0,https://www.celebheights.com/tr/o/oliviarodrigo.jpg,[Music],['Celeb Heights']
230,Sabrina Carpenter,152.0,https://www.celebheights.com/tr/s/sabrinacarpenter.jpg,[Music],['Celeb Heights']
231,Sza,162.0,https://www.celebheights.com/tr/s/sza.jpg,[Music],['Celeb Heights']
